th1,th2
-0.22980571437878994,0.8363668628652521
-0.22613335685670927,0.8316130990419166
-0.22172083422690522,0.8260816058100444
-0.21674043655377973,0.8199833157889761
-0.2113382769204188,0.8134995411523597
-0.2056398345654808,0.8067888878818356
-0.1997541853738259,0.7999924479999929
-0.19377717167423217,0.7932375848166138
-0.18779371926177985,0.7866405740556991
-0.1818794746367485,0.7803083227335513
-0.17610190759800273,0.7743393552234453
-0.17052100190789218,0.7688242299677465
-0.16518963844598353,0.7638455290984697
-0.16015376004868126,0.7594775454646716
-0.15545239427309443,0.7557857761940566
-0.15111759899517332,0.7528263181374741
-0.14717438557920798,0.7506452477680731
-0.14364066499415684,0.7492780559181527
-0.14052725346723074,0.748749195871911
-0.13783796591271985,0.7490717916518526
-0.13556981738452037,0.7502475418037144
-0.13371334516397998,0.7522668426445978
-0.13225305684625902,0.7551091438997418
-0.13116800299763298,0.7587435390682394
-0.13043246671429473,0.763129582908466
-0.1300167568229783,0.7682183193143075
-0.1298880866297559,0.773953494756305
-0.1300115161436346,0.7802729255664534
-0.13035093266003864,0.7871099818056367
-0.13087004254958587,0.7943951463887337
-0.13153334609831488,0.8020576056337001
-0.1323070672966275,0.8100268264812612
-0.13316001155491175,0.8182340762868574
-0.13406432638198573,0.8266138432531394
-0.13499614301542875,0.8351051191395328
-0.13593608072926833,0.8436525107016117
-0.13686959992783518,0.8522071521854718
-0.13778719500739703,0.8607273979077392
-0.13868442315620153,0.869179281243529
-0.13956177058568653,0.877536733960997
-0.14042436295411215,0.8857815675149524
-0.14128153177486052,0.8939032253798617
-0.14214625322049423,0.9018983225138237
-0.14303447978104666,0.9097699943702998
-0.14396438857247731,0.9175270833129409
-0.14495557260595007,0.9251831946753776
-0.1460282029372807,0.9327556579171573
-0.14720219026755219,0.9402644302776965
-0.14849637424345533,0.9477309809862663
-0.14992776742664976,0.9551771934575208
-0.15151087871615532,0.9626243210430356
-0.15325713799875107,0.9700920289151965
-0.15517444008021034,0.9775975506628629
-0.15726682164977357,0.9851549833421217
-0.15953428030562836,0.9927747392384441
-0.16197273968800863,1.0004631666643486
-0.16457415970406236,1.008222345954691
-0.1673267858613255,1.016050060647189
-0.17021552702592155,1.0239399378602025
-0.1732224466478392,1.0318817463014347
