th1,th2
-0.22980571437878994,0.8363668628652521
-0.2285151609569215,0.8338751940403764
-0.2262094733919863,0.830196539011577
-0.2231118788981207,0.8256188967363537
-0.21940787208470375,0.820384429867428
-0.2152531059634181,0.8146995970599856
-0.21077951816605042,0.8087429301186747
-0.2061000342889956,0.8026708986081884
-0.20131212792603856,0.7966222266907661
-0.19650046737442847,0.7907209653810844
-0.1917388394369823,0.7850785744975588
-0.18709150897583787,0.7797952294214046
-0.1826141471255444,0.7749605360136258
-0.17835443993079628,0.7706538108262988
-0.17435247152120453,0.7669440616150076
-0.17064096090135808,0.7638897839806672
-0.16724541835125517,0.7615386728830664
-0.1641842758002025,0.7599273321471468
-0.1614690349956082,0.7590810504899239
-0.1591044675901269,0.7590136987534233
-0.15708889226278047,0.7597277897891519
-0.15541454559289558,0.7612147297583871
-0.1540680555989176,0.7634552775262348
-0.15303101965963256,0.7664202174313287
-0.15228068200536538,0.7700712401420214
-0.15179070017178006,0.7743620167206194
-0.15153198482698946,0.7792394425721735
-0.1514735932899538,0.7846450208079856
-0.1515836539209518,0.7905163488406418
-0.1518302964330357,0.7967886678512556
-0.15218256207482728,0.8033964321972153
-0.15261126757211632,0.8102748548833583
-0.1530897976628021,0.8173613858781092
-0.1535948029621145,0.8245970822484672
-0.15410678266961664,0.8319278326975806
-0.15461053516633208,0.8393054039571342
-0.1550954637158428,0.8466882824173755
-0.15555572912402105,0.8540422911428011
-0.15599024616003546,0.8613409697705318
-0.15640252561897694,0.8685657124559492
-0.15680036893317928,0.8757056667455245
-0.15719542703723902,0.8827574037532688
-0.15760263959208232,0.8897243770411908
-0.15803957452223003,0.8966161939235318
-0.1585256909839465,0.9034477283265447
-0.15908155125126988,0.9102381086731383
-0.1597280085016323,0.9170096173986082
-0.1604853980537484,0.9237865405581287
-0.16137275924139355,0.9305940065231936
-0.16240711381457962,0.9374568519938673
-0.16360282459390313,0.9443985515326734
-0.1649710551444615,0.9514402436524838
-0.16651934759017994,0.9585998823007306
-0.16825133148863836,0.9658915375434384
-0.1701665720802064,0.9733248635580136
-0.17226056137638066,0.9809047459042268
-0.1745248506309194,0.9886311336791458
-0.1769473179151546,0.9964990557965178
-0.17951255996232657,1.0044988144808917
-0.18220239331076582,1.0126163433347433
-0.1849964462018639,1.020833712205943
-0.1878728197946321,1.029129756709891
-0.1908087951378079,1.0374808067714916
-0.19378156105836952,1.045861486038444
-0.19676893771724757,1.0542455525341055
-0.1997500710531576,1.0626067504831045
-0.20270607465709548,1.0709196438367938
-0.20562059773679212,1.0791604035943945
-0.20848030065869588,1.087307523473249
-0.21127522298722348,1.0953424417140438
-0.2139990328496043,1.1032500506773566
-0.21664915069702875,1.1110190802422726
-0.21922674495653333,1.1186423456906478
-0.22173660151632155,1.1261168555813155
-0.2241868733045191,1.1334437799176975
-0.22658872025898574,1.1406282835274362
-0.2289558536069847,1.1476792338538153
-0.2313040014581343,1.1546087961731697
-0.2336503151626529,1.1614319324887528
-0.23601273762385866,1.1681658229225265
-0.23840935572977187,1.1748292302715002
-0.24085775926158737,1.1814418294814557
-0.24337442805269272,1.1880235241127453
-0.2459741678439679,1.1945937714514658
-0.24866961326803,1.2011709368007137
-0.2514708137786788,1.2077716957388542
-0.2543849152236001,1.214410500841691
-0.25741594625576375,1.221099126634786
-0.26056471502065903,1.2278463034833595
-0.263828817677897,1.2346574478587287
-0.267202756453816,1.2415344930623844
-0.27067816121040517,1.2484758211592635
-0.2742441050810652,1.2554762936814927
-0.2778875016792489,1.2625273757136786
-0.281593568829645,1.2696173453480468
-0.28534634178199236,1.2767315782740634
-0.28912921750199516,1.2838528954966384
-0.2929255109262471,1.290961960895108
-0.29671900402886026,1.2980377145584698
-0.30049446916327094,1.3050578275587805
-0.30423814937746324,1.311999164034697
-0.30793818019774755,1.3188382371153669
-0.3115849396600089,1.3255516462719341
-0.31517131604749693,1.3321164850791534
-0.31869288576852883,1.338510710033726
-0.3221479969658989,1.3447134629340678
-0.3255377576785975,1.3507053413007002
-0.32886593056231983,1.3564686133299968
-0.332138739209309,1.3619873758523497
-0.3353645938896432,1.3672476556402338
-0.3385537469760078,1.3722374561212498
-0.34171789033760935,1.376946753044722
-0.3448697085382113,1.3813674438875274
-0.34802240270868834,1.3854932567372567
-0.35118920046565427,1.389319625042662
-0.3543828672137642,1.3928435349692578
-0.35761523361836417,1.3960633521505537
